x,y,yerr
2228.800412053417,-0.24277885053352133,0.17437737621085603
2228.820844558526,0.4025212628187802,0.17437737621085603
2228.841276963176,0.23177058655291383,0.17437737621085603
2228.86170936736,-0.34605496998269913,0.17437737621085603
2228.882141770606,-0.4376804223327455,0.17437737621085603
2228.902574173393,0.13681369532981957,0.17437737621085603
2228.9230065757147,0.27934492555899393,0.17437737621085603
2228.9434389770977,0.19015894723477245,0.17437737621085603
2228.963871278487,0.02765974965638729,0.17437737621085603
2228.9843037784813,-0.10975664374917149,0.17437737621085603
2229.0047361784673,-0.16805516292681055,0.17437737621085603
2229.0251684775285,-0.13539626122621073,0.17437737621085603
2229.0456009761256,0.011589225186855678,0.17437737621085603
2229.0660333737833,-0.05254234738005681,0.17437737621085603
2229.0864656714475,0.08841876917317237,0.17437737621085603
2229.106898168182,0.15927188055293806,0.17437737621085603
2229.127330563977,0.05503061660621267,0.17437737621085603
2229.14776305978,0.012618278621205903,0.17437737621085603
2229.1681953546504,0.09225479090832955,0.17437737621085603
2229.188627748583,0.08640597986186238,0.17437737621085603
2229.2090602425233,-0.03305947688771038,0.17437737621085603
2229.229492535531,-0.06873485218476993,0.17437737621085603
2229.2499249280663,-0.3367478658967631,0.17437737621085603
2229.2703574196785,-0.1725118400786494,0.17437737621085603
2229.2907897108234,-0.10348713962713774,0.17437737621085603
2229.3112221014962,0.003855086305605937,0.17437737621085603
2229.3316545917114,0.08393360014295226,0.17437737621085603
2229.352086980987,0.12868367640042244,0.17437737621085603
2229.3725193698046,0.1631730799766089,0.17437737621085603
2229.3929517581564,0.37249566963543224,0.17437737621085603
2229.413384145577,0.5437192705693379,0.17437737621085603
2229.4338165325244,0.32402814909822286,0.17437737621085603
2229.4542489190135,-0.08784936685563949,0.17437737621085603
2229.4746813050297,-0.5224279101705163,0.17437737621085603
2229.4951137901226,-0.6380153863116647,0.17437737621085603
2229.5155460747483,-0.6858387889457713,0.17437737621085603
2229.5359784584434,-0.6713756182548272,0.17437737621085603
2229.556410942132,-0.18999164561223658,0.17437737621085603
2229.576843224895,1.5167864909516187,0.17437737621085603
2229.597275607186,1.2313341691325403,0.17437737621085603
2229.617707988553,0.45143045107305024,0.17437737621085603
2229.638140369454,2.694618336006121,0.17437737621085603
2229.658572649889,0.9796673528157179,0.17437737621085603
2229.6790051293865,-0.05084846493809636,0.17437737621085603
2229.6994375088907,-0.253813577093841,0.17437737621085603
2229.719869987457,-0.8451103005250169,0.17437737621085603
2229.740302265098,-0.6387500068306133,0.17437737621085603
2229.7607346427394,-0.3748576745467198,0.17437737621085603
2229.781167119443,-0.30465246765631715,0.17437737621085603
2229.8015993952213,-0.14969383280995974,0.17437737621085603
2229.822031771,-0.253637283497147,0.17437737621085603
2229.8424642458413,-0.11757982379135612,0.17437737621085603
2229.862896620223,0.5113461560599113,0.17437737621085603
2229.8833288941387,0.34154996842663543,0.17437737621085603
2229.903761367117,0.07998555614228664,0.17437737621085603
2229.9241937396364,-0.04959636347853902,0.17437737621085603
2229.9446260116893,-0.1889057453774452,0.17437737621085603
2229.965058482805,0.16078339828415622,0.17437737621085603
2229.9854908534617,0.05714289904819658,0.17437737621085603
2230.005923123652,0.20910635199543037,0.17437737621085603
2230.0263555933707,-0.04155079471764722,0.17437737621085603
2230.0467879621647,-0.14771482700615124,0.17437737621085603
2230.0672204304938,-0.27576009948737124,0.17437737621085603
2230.0876526983484,-0.07436246263296553,0.17437737621085603
2230.1080850652797,-0.1427263986814964,0.17437737621085603
2230.128517531746,-0.028845039385672067,0.17437737621085603
2230.148949797738,0.2857220997440173,0.17437737621085603
2230.169382162807,0.18220472997207793,0.17437737621085603
2230.189814627869,0.14068800485575217,0.17437737621085603
2230.2102468920057,-0.10340322645524758,0.17437737621085603
2230.2306792552117,0.04367610792902532,0.17437737621085603
2230.2511117184185,-0.04862771900549845,0.17437737621085603
2230.2715439806852,-0.0806297625305028,0.17437737621085603
2230.2919763424943,-0.08087050849045951,0.17437737621085603
2230.3124088033655,-0.05356035052151853,0.17437737621085603
2230.3328410642425,-0.07083493554976528,0.17437737621085603
2230.3532734237233,0.1423545287623007,0.17437737621085603
2230.373705883205,-0.009794907769069994,0.17437737621085603
2230.394138142212,-0.026383532400938492,0.17437737621085603
2230.4145705002957,0.021192246423332506,0.17437737621085603
2230.4350029579073,-0.055336014539950185,0.17437737621085603
2230.4554352145933,-0.004418088153769872,0.17437737621085603
2230.475867670815,0.22694795223505793,0.17437737621085603
2230.4963000265707,0.17958600284831405,0.17437737621085603
2230.5167322818525,-0.03713711933608721,0.17437737621085603
2230.5371647366774,-0.19570003956938464,0.17437737621085603
2230.557597090563,-0.28154803065194756,0.17437737621085603
