time,flux
2458635.7465292676,0.9999221679766631
2458635.7472240343,1.0010202713042047
2458635.7479423033,1.000240855560402
2458635.7486187275,1.0006910124839712
2458635.749323569,1.0001653667309705
2458635.749994638,1.0001772749341415
2458635.7507109502,1.000679071280653
2458635.7513984246,1.0005123920817867
2458635.752088177,0.999223446972981
2458635.752782029,1.000499211223376
2458635.753460515,1.0006438825078476
2458635.754171148,0.9997018457401106
2458635.7548535736,0.9988888779932522
2458635.755561926,0.999473426580035
2458635.756256693,1.0011811373627972
2458635.756967109,1.0001656796001672
2458635.757650486,1.000601136691977
2458635.758356699,0.9997572774055589
2458635.75903439,1.0010297589723183
2458635.7597448905,1.0003589575995289
2458635.7604290834,1.000700084588595
2458635.76112162,1.0007380551842755
2458635.761812788,1.0003116218785357
2458635.7624991615,1.0000149836128434
2458635.7631973913,1.0004176630146935
2458635.7638760903,1.0005378569129957
2458635.764591685,0.9992171109939426
2458635.765263672,0.9997517328765612
2458635.76595388,1.000171223144942
2458635.766669855,1.0004976298564374
2458635.767372344,0.9997820236001616
2458635.768064848,1.000768377380511
2458635.768766835,0.9997210848191503
2458635.7694487525,1.000191245728769
2458635.7701559467,1.00114799390287
2458635.770844745,1.0007978568962896
2458635.771532676,1.0002019091050993
2458635.772230503,0.999193724105249
2458635.7729088026,0.9986800747653855
2458635.7736222427,1.0011724650449787
2458635.7742970823,1.0003003737729086
2458635.775006178,1.0002648337806805
2458635.775700999,1.0002710666905292
2458635.776411264,1.0000377184363178
2458635.7770846174,1.0007915966755572
2458635.77777281,1.000979690520032
2458635.7784804106,1.0007905206901972
2458635.7791772955,0.9993439601872119
2458635.779863114,0.9997497742728213
2458635.7805656227,0.999886137219457
2458635.7812581076,0.9982087020345639
2458635.7819396113,0.9999900702802526
2458635.782641812,0.9995858562915348
2458635.783319279,0.9997704624881326
2458635.784036905,0.9998039134822668
2458635.784720282,0.999590591319684
2458635.785433098,1.0005555966600752
2458635.7861164757,1.0000639173912078
2458635.7868108265,0.9999509004163754
2458635.7875034353,1.000741448070741
2458635.788210564,0.9995962592722316
2458635.7888893173,1.000415756067913
